Unnamed: 0,음식이름,음식재료,음식 이미지
23,(아기반찬) 동그랑땡,"소고기다짐육, 돼지고기다짐육, 두부, 양파, 애호박, 당근, 대파, 다진마늘, 아기 간장, 참기름, 달걀, 통밀가루, 올리브유, 물",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/12/664d9e2f38ef9c19f53b5ff04523c2371.jpg
27,TV요리) 강식당 2 이거 참 웃기는짜장떡볶이 일세 ★,"떡볶이떡, 어묵, 짜장 소스, 고추장, 물, 대파, 춘장, 다진 대파, 다진 양파, 다진돼지고기, 식용유, 황설탕, 굴소스, 간장, 다진생강",https://recipe1.ezmember.co.kr/cache/recipe/2019/06/19/a1f985c20d8ea57a199a69895a58bd891.jpg
30,돈등심 강정,"돼지고기등심, 사과, 양배추, 대파, 전분가루, 맛술, 다진마늘, 다진생강, 소금, 후추, 물, 간장, 설탕, 다진마늘, 다진생강, 전분가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/05/11/5c78e0c17846a775b8781b0f3793caf11.jpg
36,스팸베이컨볶음밥 한끼 식사로 최고!,"밥, 스팸, 베이컨, 대파, 갈릭 허브솔트, 달걀",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/19/54de99aedb15876946108c1ff66189621.jpg
38,집밥 백선생 백종원 콩나물 볼고기 콩불,"콩나물, 대패삼겹살                                                                                또는 차돌박이, 대파, 깻잎, 청양고추, 양파, 당근, 새송이버섯, 고추장, 간장, 맛술, 설탕, 고추가루, 마늘, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/09/08/f57b5f542f4606ed4177d334299f65c91.jpg
7,아이반찬 새송이버섯볶음,"새송이버섯, 양파, 대파, 식용유, 마늘, 굴 소스, 맛술, 소금, 후춧가루, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/13/d523dc41961452c00fae47703547e3801.jpg
8,버섯 향이 가득한 굴 소스 버섯볶음,"버섯, 대파, 굴소스, 식용유, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/24/3a6d7d4e7b81613d26626bde196aae951.jpg
14,고기보다 맛있는 깐풍 표고버섯~,"생표고, 청고추, 홍고추, 대파, 통마늘, 계란 흰자, 녹말가루, 포도씨유, 고추기름, 설탕, 간장, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/10/0ff9ea550607763821219c0a1deee0f41.jpg
18,"표고버섯덮밥, 덮밥요리 간단 레시피","생 표고버섯, 당근, 양파 작은크기, 대파, 굴소스, 다진 마늘, 설탕, 매실청, 미림, 후춧가루, 소금, 물, 녹말물, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/28/422e8bcfdc4c9eecc42c34b6a8ed75c91.jpg
19,느타리버섯 들깨볶음,"느타리버섯, 파프리카, 대파, 쪽파, 들기름, 들깨가루, 국간장, 물",https://recipe1.ezmember.co.kr/cache/recipe/2015/11/11/1f9b758cc7378c790c6a842563afbd871.jpg
20,느타리버섯두루치기,"느타리버섯, 애호박, 양파, 대파, 청양고추, 고춧가루, 고추장, 진간장, 다진 마늘, 설탕, 후춧가루, 참기름, 통깨, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/17/31b9a025b83394865fd29190350877d21.jpg
22,팽이버섯 요리 / 팽이버섯 덮밥,"팽이버섯, 대파, 밥, 참기름, 물, 간장, 맛술, 설탕, 후춧가루, 고춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/c9a46b729b12519043842049d0cb7fc31.jpg
28,[유아식]들깨느타리버섯볶음 만들기,"느타리버섯, 대파, 다진마늘, 진간장, 들깨가루, 현미유                                                                                또는 오일",https://recipe1.ezmember.co.kr/cache/recipe/2023/01/26/48a7ceadb63d1285e1a5f5d5ef85e6de1.jpg
29,고소하고 졸깃한 마요네즈 새송이 버섯 볶음,"새송이버섯, 대파, 식용유, 다진마늘, 청양고추, 마요네즈, 간장, 참치액, 매실청",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/25/a67dde151298b5e2e39cd48448480cde1.jpg
31,버섯들깨순두부탕 끓이기,"순두부, 표고버섯, 양파, 대파, 느타리버섯, 청양고추, 들깨가루, 마늘, MSG",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/13/0215675c377e500bbca16020680a258d1.jpg
32,새송이버섯양념구이 10분 안에 반찬만들기,"새송이버섯, 고추장, 고춧가루, 간장, 올리고당, 들기름, 간마늘, 물, 대파, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/24/fbb25187938f99ccf8a01b22243fd5591.jpg
34,[만개백과] EP. 29 은은한 향이 매력적인 표고버섯덮밥,"표고버섯, 양파, 당근, 대파, 소고기, 전분, 물, 간장, 다진 마늘, 맛술, 후추, 물, 간장, 굴소스, 설탕, 참기름, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/23/51a174f743f657a783e5166d71c5f2af1.jpg
37,건강한 한그릇 덮밥 느타리버섯덮밥,"느타리버섯, 양파, 당근, 대파, 청양고추, 전분물, 간장, 올리고당, 참기름, 다진마늘, 된장, 미림, 후추, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2016/03/31/bcfffdf9efe04513895f4fe4125e5b2b1.jpg
39,"[반찬] 맛있는 ""비엔나미니새송이버섯볶음""♪","미니새송이버섯                                                                                대략3주먹, 비엔나소세지, 대파, 다진마늘, 식용유, 진간장, 굴소스, 설탕, 후추, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2018/10/05/945a12ceeeb6b0c28507bd484c9b87191.jpg
7,아이반찬 새송이버섯볶음,"새송이버섯, 양파, 대파, 식용유, 마늘, 굴 소스, 맛술, 소금, 후춧가루, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/13/d523dc41961452c00fae47703547e3801.jpg
8,버섯 향이 가득한 굴 소스 버섯볶음,"버섯, 대파, 굴소스, 식용유, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/24/3a6d7d4e7b81613d26626bde196aae951.jpg
14,고기보다 맛있는 깐풍 표고버섯~,"생표고, 청고추, 홍고추, 대파, 통마늘, 계란 흰자, 녹말가루, 포도씨유, 고추기름, 설탕, 간장, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/10/0ff9ea550607763821219c0a1deee0f41.jpg
18,"표고버섯덮밥, 덮밥요리 간단 레시피","생 표고버섯, 당근, 양파 작은크기, 대파, 굴소스, 다진 마늘, 설탕, 매실청, 미림, 후춧가루, 소금, 물, 녹말물, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/28/422e8bcfdc4c9eecc42c34b6a8ed75c91.jpg
19,느타리버섯 들깨볶음,"느타리버섯, 파프리카, 대파, 쪽파, 들기름, 들깨가루, 국간장, 물",https://recipe1.ezmember.co.kr/cache/recipe/2015/11/11/1f9b758cc7378c790c6a842563afbd871.jpg
20,느타리버섯두루치기,"느타리버섯, 애호박, 양파, 대파, 청양고추, 고춧가루, 고추장, 진간장, 다진 마늘, 설탕, 후춧가루, 참기름, 통깨, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/17/31b9a025b83394865fd29190350877d21.jpg
22,팽이버섯 요리 / 팽이버섯 덮밥,"팽이버섯, 대파, 밥, 참기름, 물, 간장, 맛술, 설탕, 후춧가루, 고춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/c9a46b729b12519043842049d0cb7fc31.jpg
28,[유아식]들깨느타리버섯볶음 만들기,"느타리버섯, 대파, 다진마늘, 진간장, 들깨가루, 현미유                                                                                또는 오일",https://recipe1.ezmember.co.kr/cache/recipe/2023/01/26/48a7ceadb63d1285e1a5f5d5ef85e6de1.jpg
29,고소하고 졸깃한 마요네즈 새송이 버섯 볶음,"새송이버섯, 대파, 식용유, 다진마늘, 청양고추, 마요네즈, 간장, 참치액, 매실청",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/25/a67dde151298b5e2e39cd48448480cde1.jpg
31,버섯들깨순두부탕 끓이기,"순두부, 표고버섯, 양파, 대파, 느타리버섯, 청양고추, 들깨가루, 마늘, MSG",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/13/0215675c377e500bbca16020680a258d1.jpg
32,새송이버섯양념구이 10분 안에 반찬만들기,"새송이버섯, 고추장, 고춧가루, 간장, 올리고당, 들기름, 간마늘, 물, 대파, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/24/fbb25187938f99ccf8a01b22243fd5591.jpg
34,[만개백과] EP. 29 은은한 향이 매력적인 표고버섯덮밥,"표고버섯, 양파, 당근, 대파, 소고기, 전분, 물, 간장, 다진 마늘, 맛술, 후추, 물, 간장, 굴소스, 설탕, 참기름, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/23/51a174f743f657a783e5166d71c5f2af1.jpg
37,건강한 한그릇 덮밥 느타리버섯덮밥,"느타리버섯, 양파, 당근, 대파, 청양고추, 전분물, 간장, 올리고당, 참기름, 다진마늘, 된장, 미림, 후추, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2016/03/31/bcfffdf9efe04513895f4fe4125e5b2b1.jpg
39,"[반찬] 맛있는 ""비엔나미니새송이버섯볶음""♪","미니새송이버섯                                                                                대략3주먹, 비엔나소세지, 대파, 다진마늘, 식용유, 진간장, 굴소스, 설탕, 후추, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2018/10/05/945a12ceeeb6b0c28507bd484c9b87191.jpg
7,아이반찬 새송이버섯볶음,"새송이버섯, 양파, 대파, 식용유, 마늘, 굴 소스, 맛술, 소금, 후춧가루, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/13/d523dc41961452c00fae47703547e3801.jpg
8,버섯 향이 가득한 굴 소스 버섯볶음,"버섯, 대파, 굴소스, 식용유, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/24/3a6d7d4e7b81613d26626bde196aae951.jpg
14,고기보다 맛있는 깐풍 표고버섯~,"생표고, 청고추, 홍고추, 대파, 통마늘, 계란 흰자, 녹말가루, 포도씨유, 고추기름, 설탕, 간장, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/10/0ff9ea550607763821219c0a1deee0f41.jpg
18,"표고버섯덮밥, 덮밥요리 간단 레시피","생 표고버섯, 당근, 양파 작은크기, 대파, 굴소스, 다진 마늘, 설탕, 매실청, 미림, 후춧가루, 소금, 물, 녹말물, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/28/422e8bcfdc4c9eecc42c34b6a8ed75c91.jpg
19,느타리버섯 들깨볶음,"느타리버섯, 파프리카, 대파, 쪽파, 들기름, 들깨가루, 국간장, 물",https://recipe1.ezmember.co.kr/cache/recipe/2015/11/11/1f9b758cc7378c790c6a842563afbd871.jpg
20,느타리버섯두루치기,"느타리버섯, 애호박, 양파, 대파, 청양고추, 고춧가루, 고추장, 진간장, 다진 마늘, 설탕, 후춧가루, 참기름, 통깨, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/17/31b9a025b83394865fd29190350877d21.jpg
22,팽이버섯 요리 / 팽이버섯 덮밥,"팽이버섯, 대파, 밥, 참기름, 물, 간장, 맛술, 설탕, 후춧가루, 고춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/c9a46b729b12519043842049d0cb7fc31.jpg
28,[유아식]들깨느타리버섯볶음 만들기,"느타리버섯, 대파, 다진마늘, 진간장, 들깨가루, 현미유                                                                                또는 오일",https://recipe1.ezmember.co.kr/cache/recipe/2023/01/26/48a7ceadb63d1285e1a5f5d5ef85e6de1.jpg
29,고소하고 졸깃한 마요네즈 새송이 버섯 볶음,"새송이버섯, 대파, 식용유, 다진마늘, 청양고추, 마요네즈, 간장, 참치액, 매실청",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/25/a67dde151298b5e2e39cd48448480cde1.jpg
31,버섯들깨순두부탕 끓이기,"순두부, 표고버섯, 양파, 대파, 느타리버섯, 청양고추, 들깨가루, 마늘, MSG",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/13/0215675c377e500bbca16020680a258d1.jpg
32,새송이버섯양념구이 10분 안에 반찬만들기,"새송이버섯, 고추장, 고춧가루, 간장, 올리고당, 들기름, 간마늘, 물, 대파, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/24/fbb25187938f99ccf8a01b22243fd5591.jpg
34,[만개백과] EP. 29 은은한 향이 매력적인 표고버섯덮밥,"표고버섯, 양파, 당근, 대파, 소고기, 전분, 물, 간장, 다진 마늘, 맛술, 후추, 물, 간장, 굴소스, 설탕, 참기름, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/23/51a174f743f657a783e5166d71c5f2af1.jpg
37,건강한 한그릇 덮밥 느타리버섯덮밥,"느타리버섯, 양파, 당근, 대파, 청양고추, 전분물, 간장, 올리고당, 참기름, 다진마늘, 된장, 미림, 후추, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2016/03/31/bcfffdf9efe04513895f4fe4125e5b2b1.jpg
39,"[반찬] 맛있는 ""비엔나미니새송이버섯볶음""♪","미니새송이버섯                                                                                대략3주먹, 비엔나소세지, 대파, 다진마늘, 식용유, 진간장, 굴소스, 설탕, 후추, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2018/10/05/945a12ceeeb6b0c28507bd484c9b87191.jpg
2,간단 콩나물반찬 콩나물요리 매운 콩나물무침 빨간 콩나물무침,"콩나물, 대파 흰부분, 물, 소금, 식용유, 고춧가루, 국간장, 참기름, 깨소금, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2023/10/19/bb92de2712b1e63d8fed771b4affd9891.jpg
5,베이컨감자채볶음,"감자, 베이컨, 대파, 통깨, 소금, 양파",https://recipe1.ezmember.co.kr/cache/recipe/2023/08/07/c2fa4ee2ae2ff84cdeedba8ef396ff231.jpg
6,아이 반찬 콩나물 & 크래미 무침 - 아이들 콩나물과 친해져요.,"콩나물, 크래미, 대파, 소금, 들기름, 깨소금",https://recipe1.ezmember.co.kr/cache/recipe/2023/05/06/7567fcb67ecfc9f532efa8ee665601651.jpg
9,알배추무침 불 쓰지 말고 7분만에 뚝딱‼️ 만들어 보세요,"알배추, 대파 흰부분, 된장, 국간장, 참기름, 다진마늘, 갈은 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2023/07/28/b64b044f6f0f984df67821c73405c3411.jpg
11,"간단하게 만드는 밥도둑, 팽이버섯두부조림","두부, 팽이버섯, 대파, 간장, 맛술, 다진 마늘, 올리고당, 고춧가루, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2023/06/05/675544d0a4e97359ee7623cb4513dbca1.jpg
12,고추장 냉이무침 입안에 봄이 가득 맛있는 냉이요리 냉이손질법 냉이나물,"냉이, 대파, 소금, 범일 고추장, 간장, 매실액, 식초, 다진마늘, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2024/04/02/e06ab7897edb32ecfa89b1b1a71d6eda1.jpg
19,아삭아삭한 고추된장박이,"풋고추, 된장, 다진 마늘, 송송썰은 대파, 참기름, 통깨, 매실원액, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/a673e92121f268ea47ea5212bcbde4891.jpg
28,고소하고 향긋한 깻잎들깨볶음,"깻잎, 대파, 다진마늘, 국간장, 참기름, 들깨가루, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/24/0e9fc3d5791ffb44a852e57188b361341.jpg
29,스팸양배추볶음 스팸양배추덮밥레시피 다이어트레시피 식단관리,"양배추, 스팸, 대파, 식용유, 진간장, 올리고당, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2023/06/28/e52bbcbdd08be80210c08c343081c1101.jpg
31,"향긋한 취나물 간단하게 쌈장으로 무쳐도 맛있어요, 취나물쌈장무침","취나물, 통깨, 소금, 대파, 쌈장, 다진마늘, 다진대파, 설탕, 참치액젓, 들기름",https://recipe1.ezmember.co.kr/cache/recipe/2024/04/04/f1af0b95091f467878ffb734fe3ec7011.jpg
32,【반전의맛】스팸 양배추 덮밥 만들기~,"양배추, 양파, 대파, 스팸, 땡초, 다진마늘, 간장, 굴소스, 참기름, 설탕, 후추, 물",https://recipe1.ezmember.co.kr/cache/recipe/2017/04/26/78f62ae9ce3063eb2cc280e0c112a6ed1.jpg
35,무볶음 만들기,"무, 대파, 들기름, 맛소금, 마늘, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/bf9e787e1184da601ff0e739759c2c9c1.jpg
36,아이들이 밥 두그릇씩 먹는 돼지고기 콩나물무침 만들어 봤어요.,"콩나물, 대파, 돼지고기 다짐육, 굴소스, 스테비아, 참기름, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2024/02/18/8a10d6eb12bcb279f33725e11ca61b7e1.jpg
39,♥[신혼밥상] 소시지양배추덮밥,"양배추, 후랑크 소시지, 대파, 달걀, 후춧가루, 올리브유, 참기름, 통깨, 밥, 굴소스, 진간장, 설탕, 맛술",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/981772755d6217d427c8479fe7d4c7b01.jpg
0,쫄깃 매콤한 백종원 느타리 두루치기,"느타리버섯, 양파, 애호박, 고추, 대파, 고추장, 고춧가루, 간장, 설탕, 다진 마늘, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2020/08/24/4beccfef39cf9dcdd9a016819ce013051.jpg
5,양배추 참치덮밥 /Cabbage tuna bowl of rice,"참치캔, 양배추, 양파, 대파, 식용유, 쌀밥, 고춧가루, 고추장, 올리고당, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/18/4fa103e626a1a3c1314acf9de77fde361.jpg
13,초간단 밑반찬 파프리카버섯볶음 굴소스가 포인트,"파프리카 빨강이, 파프리카 노랑이, 느타리버섯, 대파, 올리브유, 굴 소스, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/12/211a169445837d4f72ab65c370acd4e61.jpg
20,콜레스테롤 수치를 낮춰주는 초간단 양파 간장 볶음 만드는 법,"양파, 대파, 간장, 식용유, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/02/a6049fba946708404df5a83ab7c34bd41.jpg
22,감자조림 만드는 법 매운 고추장 감자조림 레시피,"감자 4개 손질후, 대파, 다진 마늘, 올리브오일, 물, 통깨, 고추장, 진간장, 올리고당",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/05/e41d7ff53a16278368b9ea8cf185f72c1.jpg
29,저녁반찬 없을때 후다닥 참치감자조림,"참치, 감자 작은거, 양파, 대파, 청양고추                                                                                매콤하게 먹고싶으면, 고추장, 고춧가루, 간장, 다진마늘, 설탕, 물, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/18/d65a465ab4b6dc2bacd48eecb70f5e5e1.jpg
35,대파 싫어하는 아이들도 잘 먹는 대파 냉파스타 만들어 보세요.,"대파, 푸실리면, 간장, 올리브오일, 참기름, 올리고당, 식초, 다진 마늘",https://recipe1.ezmember.co.kr/cache/recipe/2022/10/09/48c970009cfd4a65ef46af6d9a87409b1.jpg
6,나시고랭 :)숙주로 간단한 나시고랭 볶음밥,"다진마늘, 올리브유, 숙주, 밥, 계란, 대파, 칵테일새우, 간장, 굴소스, 맛술, 후추, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/04/ff1d70c8d640f4598f55d6ba9df987b91.jpg
12,마지막 묵은지 털어 끓인 김치 콩나물국..,"묵은지, 콩나물, 청양고추, 대파, 멸치다시마티백, 국간장, 참치액, 소금, 고춧가루, 다시다",https://recipe1.ezmember.co.kr/cache/recipe/2023/06/04/9bba95fd9f39ca063bb81a7d246ac3da1.jpg
21,원팬으로 10분이면 뚝딱!! 초간단 버섯당면볶음 입니다~^^,"당면, 표고버섯, 청량고추, 대파, 다진마늘, 식용유, 간장, 굴소스, 매실청                                                                                또는 올리고당, 후추, 맛술, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/08/cadca86dc0eba4b586a6b307dda2eee71.jpg
27,백종원 양파덮밥 간단하고 맛있는 한그릇요리,"양파 작은것, 계란, 쪽파                                                                                or대파, 밥, 물, 설탕, 맛술, 간장",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/04/ffa09dc859949865952eddb6da59390c1.jpg
31,깔끔고소한 아침국~~들깨무국,"채썬 무, 대파, 물, 들깨가루, 소금, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/11/e35399cd4afecaa53e194ef96b827a3a1.jpg
2,매콤하게 즐기는 새우당면 덮밥,"불린 당면                                                                                150g 정도, 새우, 양파, 대파, 다진마늘, 고추기름, 참기름, 멸치다시마물, 설탕, 고추장, 굴소스, 맛술, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0d52cda0d7e6cb717a662f9cdbedb1c1.jpg
8,간단한 반찬 새우숙주볶음 맵지 않아서 아이들도 잘 먹어요.,"숙주, 새우, 계란, 양파, 대파, 식용유, 굴소스, 간장, 다진마늘, 참기름, 볶은참깨, 미림, 소금, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2021/03/03/f308636e26ec3e5e3ede271565a964791.jpg
17,"삼치조림 [전분 묻혀 구운 삼치에 간장양념으로 감칠맛 더한 조림요리! 밥반찬, 술안주 다 잘 어울려요!]","삼치, 대파, 홍고추, 청고추, 다진마늘, 전분가루, 진간장, 굴소스, 맛술, 설탕, 참기름, 깨, 물",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/09/9ba8bef94d7758da05a6f94adbf11a781.jpg
23,새우살로 만드는 얼큰한 새우탕 만들기,"냉동 새우살, 양파, 애호박, 대파, 청양고추, 다시마, 멸치, 물, 된장, 다진 마늘, 고춧가루, 액젓",https://recipe1.ezmember.co.kr/cache/recipe/2018/12/20/4397bb9597252fa1429877098943890c1.jpg
35,백종원 맑은 오징어무국 끓이기,"손질 오징어, 무, 대파, 청양고추, 다진 마늘, 국간장, 액젓, 들기름, 물",https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/12aef22971b7255b8a286de2c1640bce1.jpg
37,명란두부찌개 ~ 간단하고 국물의 시원함이 끝내줍니다,"명란젓, 두부, 대파, 홍고추, 청양고추, 양파, 호박, 멸치다시마육수, 소금, 소주",https://recipe1.ezmember.co.kr/cache/recipe/2020/07/03/a13eb720de006df8bc1097fbd99fe1a61.jpg
0,칵테일새우 무우 두부국,"칵테일새우, 무우, 두부, 대파, 멸치육수, 다진마늘, 집간장",https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/1cee67e2f7dc3c2eb418b874cae6fec21.jpg
2,오삼불고기 레시피 삼겹살 오징어 제육볶음 오징어제육볶음 오삼불고기 양념만드는법,"통오징어, 삼겹살, 양파, 당근                                                                                채썬것, 소면                                                                                100원크기, 미니새송이버섯, 다진대파, 고추가루, 고추장, 맛술, 굴소스, 다진마늘, 매실액, 간장",https://recipe1.ezmember.co.kr/cache/recipe/2024/04/09/12e087f8a7676ee2af596d8436a641ff1.jpg
3,[아이반찬] 환상의 궁합 청경채와 새우로 청경채새우볶음 해보았어요,"새우, 청경채, 대파, 마늘, 통깨, 식용유, 간장, 굴소스, 올리고당, 전분, 물",https://recipe1.ezmember.co.kr/cache/recipe/2019/12/05/d8d9620b1ee8848a817b983f3e0030051.jpg
5,새우 누릉지 죽 만들기,"새우, 누룽지, 당근, 양파, 대파, 달걀, 다진마늘, 진간장, 들기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2023/10/25/41128a25cc99f071330f42725e1e69ea1.jpg
7,짬뽕맛 나는 오징어찌개 만들기,"오징어, 애호박, 양파, 청양고추, 콩나물, 대파, 멸치                                                                                국물다시용, 포도씨유, 고춧가루, 다진 파, 다진 마늘, 국간장, 고추장, 소금, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/09/10/50680b960679bf44509461583bbb44771.jpg
8,굴배추국 - 굴짬뽕 같은 느낌 시원한 굴국 #11월 제철음식,"굴, 배추, 양파                                                                                작은사이즈, 당근, 대파, 청양고추, 참기름, 식용유, 물, 소금, 다진마늘, 미림, 참치액, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2016/11/22/0658a833dd64886dbda0eaee065fc73d1.jpg
9,크리스마스날 어울리는 칵테일 새우 청경채 볶음,"청경채, 칵테일새우                                                                                또는 자숙새우, 다진대파, 다진마늘, 식용유, 참기름, 간장, 굴소스, 설탕, 물, 전분가루",https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/a91c7f98edd4dd4da3169eadf2be7d591.jpg
12,[유아식]새우청경채덮밥 만들기,"청경채, 새우, 다진마늘, 대파, 육수                                                                                또는 물, 전분물, 현미유, 아기 간장, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/22/9f39508bbc2c2ad715595025d54c9d491.jpg
17,오징어삼겹살볶음 오삼불고기 만드는 법,"오징어, 삼겹살, 양파, 대파, 참기름, 통깨, 진간장, 고추장, 고추가루, 맛술, 다진마늘, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2023/01/27/fa7da7d5c5ac13770bf4663f493bd02d1.jpg
18,알찜 만들기 :: 소주 1병각! 최고의 술안주 레시피,"명태알, 콩나물, 대파, 소금, 설탕, 고춧가루, 맛술, 멸치액젓, 간장, 굴소스, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/01/1070797c41e0926c123fa17ebb51fad31.jpg
20,맛있는 오징어 콩나물찜,"손질된 오징어, 콩나물, 전분가루, 차가운 물, 대파, 고추장 크게, 다진마늘, 고추가루, 진간장, 매실액                                                                                또는 설탕 1스푼, 참기름                                                                                또는 들기름, 볶은깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/089a955bc43b9e80b8becf77fe241b701.jpg
25,자박자박 국물 넉넉한 오징어볶음 만들기,"오징어 두마리, 양파, 대파, 식용유, 물, 고추장, 청양 고춧가루, 고춧가루, 간장, 설탕, 물엿, 다진 마늘, 맛술, 후추, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/26/21b142fd891b123aeda5cccab784968e1.jpg
30,매콤달콤 해물덮밥 :),"해물믹스, 양파, 양배추                                                                                1/6통쯤, 대파, 깨, 후추, 소주, 고춧가루, 고추장, 간장, 굴소스, 다진마늘 큰것                                                                                약1.5Ts, 올리고당                                                                                혹은 물엿, 설탕, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/04/ab53fca051c4288bb46ec84bf0b136a31.jpg
35,칼칼한 낙지 맑은탕,"낙지, 천일염, 무, 알배추, 청양고추, 홍고추, 대파, 다시마국물, 다진마늘, 참치액, 볶은소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2021/06/21/c95dffdb390fdfded51d958e4caa082a1.jpg
36,암예방레시피 깻잎 새우 삼각밥,"손질한 새우, 깻잎, 밥, 다진당근, 다진대파, 다진청양고추, 밀가루, 달걀, 포도씨유, 저염 맛간장",https://recipe1.ezmember.co.kr/cache/recipe/2019/08/06/511c2911497dff95c5126726bfec74751.jpg
0,칠리새우덮밥 레시피,"칵테일새우, 파프리카, 양파, 다진마늘, 대파, 고춧가루, 설탕, 미림, 식초, 진간장, 굴소스, 케찹, 물엿, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/11/29/779968a1973d5f50889c301dcfbce2e01.jpg
1,계란 새우볶음밥 만들기 굴소스로 쉽게 만들어요 ^^,"밥, 양파, 대파, 당근, 계란, 굴소스, 소금, 참기름, 후춧가루, 통깨, 냉동새우살",https://recipe1.ezmember.co.kr/cache/recipe/2018/06/25/62b8c78d8e273a77241b1a3c7d09f36b1.jpg
